date,day_of_week,month,meal_type,people_served,food_prepared_kg,food_consumed_kg,food_wasted_kg,temperature,rainfall,festival,special_event
2025-03-11,1,3,Dinner,230,107.38,89.11,18.27,30.6,0.0,0,0
2025-03-12,2,3,Breakfast,141,74.96,60.68,14.29,27.8,0.0,0,0
2025-03-12,2,3,Lunch,248,124.12,97.06,27.06,27.2,0.0,0,0
2025-03-12,2,3,Dinner,193,95.92,69.19,26.73,14.6,0.0,0,0
2025-03-13,3,3,Breakfast,157,76.28,54.82,21.45,25.1,0.0,0,0
2025-03-13,3,3,Lunch,281,144.82,105.69,39.13,21.4,0.0,0,0
2025-03-13,3,3,Dinner,188,92.09,77.76,14.33,24.6,0.6,0,0
2025-03-14,4,3,Breakfast,161,67.6,60.28,7.32,15.7,0.0,0,0
2025-03-14,4,3,Lunch,330,162.07,132.98,29.09,26.4,0.0,0,0
2025-03-14,4,3,Dinner,219,108.87,101.05,7.82,21.0,0.0,0,0
2025-03-15,5,3,Breakfast,109,55.79,46.23,9.56,29.6,0.0,0,0
2025-03-15,5,3,Lunch,187,109.68,92.56,17.12,24.5,0.0,0,0
2025-03-15,5,3,Dinner,107,56.68,52.42,4.26,26.1,0.0,0,0
2025-03-16,6,3,Breakfast,92,50.79,44.14,6.65,20.2,0.0,0,0
2025-03-16,6,3,Lunch,169,88.44,62.8,25.64,20.4,0.0,0,0
2025-03-16,6,3,Dinner,143,60.93,57.88,3.05,23.2,0.0,1,0
2025-03-17,0,3,Breakfast,121,68.16,62.8,5.36,33.4,0.0,0,0
2025-03-17,0,3,Lunch,274,160.86,142.82,18.04,25.4,1.0,0,0
2025-03-17,0,3,Dinner,208,97.02,84.91,12.11,25.8,0.0,0,0
2025-03-18,1,3,Breakfast,141,64.37,49.96,14.41,28.0,0.0,0,0
2025-03-18,1,3,Lunch,285,168.02,126.8,41.22,31.1,0.0,0,0
2025-03-18,1,3,Dinner,184,100.92,76.4,24.52,30.7,0.0,0,0
2025-03-19,2,3,Breakfast,145,69.6,49.72,19.88,24.3,0.0,0,0
2025-03-19,2,3,Lunch,306,148.06,129.6,18.47,29.8,0.0,0,0
2025-03-19,2,3,Dinner,147,59.93,47.47,12.46,25.7,0.0,0,0
2025-03-20,3,3,Breakfast,155,80.04,72.0,8.05,24.7,0.0,0,0
2025-03-20,3,3,Lunch,433,233.57,168.36,65.21,24.3,0.0,0,1
2025-03-20,3,3,Dinner,222,127.77,95.96,31.82,24.7,0.0,0,0
2025-03-21,4,3,Breakfast,168,76.97,62.91,14.06,26.1,0.0,0,0
2025-03-21,4,3,Lunch,323,179.59,146.89,32.7,22.8,0.0,0,0
2025-03-21,4,3,Dinner,190,113.55,93.26,20.29,22.0,0.0,0,0
2025-03-22,5,3,Breakfast,86,39.25,29.28,9.97,34.1,0.1,0,0
2025-03-22,5,3,Lunch,186,75.41,67.56,7.85,22.6,0.0,0,0
2025-03-22,5,3,Dinner,131,75.65,69.86,5.79,24.2,0.0,0,0
2025-03-23,6,3,Breakfast,60,27.34,25.7,1.65,30.5,6.5,0,0
2025-03-23,6,3,Lunch,160,95.96,68.49,27.47,26.2,0.0,0,0
2025-03-23,6,3,Dinner,121,54.66,42.59,12.07,21.0,0.0,0,0
2025-03-24,0,3,Breakfast,113,65.76,46.13,19.63,23.7,5.8,0,0
2025-03-24,0,3,Lunch,316,170.19,150.33,19.86,25.2,0.0,0,0
2025-03-24,0,3,Dinner,319,182.04,150.11,31.93,34.9,0.0,0,1
2025-03-25,1,3,Breakfast,157,93.89,80.08,13.82,18.1,0.0,0,0
2025-03-25,1,3,Lunch,281,136.67,122.38,14.29,31.4,0.0,0,0
2025-03-25,1,3,Dinner,198,88.64,67.02,21.62,32.3,0.0,0,0
2025-03-26,2,3,Breakfast,150,73.37,69.09,4.27,16.4,0.0,0,0
2025-03-26,2,3,Lunch,306,158.09,139.04,19.05,30.4,0.0,0,0
2025-03-26,2,3,Dinner,195,87.52,82.41,5.1,21.2,0.0,0,0
2025-03-27,3,3,Breakfast,145,77.95,59.89,18.05,28.8,1.2,0,0
2025-03-27,3,3,Lunch,284,131.82,98.61,33.21,24.3,0.0,0,0
2025-03-27,3,3,Dinner,236,126.56,117.56,8.99,18.4,0.0,1,0
2025-03-28,4,3,Breakfast,140,61.91,56.36,5.55,26.3,0.0,0,0
2025-03-28,4,3,Lunch,293,128.87,101.41,27.45,17.6,0.0,0,0
2025-03-28,4,3,Dinner,243,107.58,86.36,21.22,29.1,0.0,0,0
2025-03-29,5,3,Breakfast,125,73.87,66.48,7.38,20.1,0.0,0,1
2025-03-29,5,3,Lunch,163,92.74,73.26,19.48,19.3,0.0,0,0
2025-03-29,5,3,Dinner,133,64.08,50.14,13.95,19.4,0.0,0,0
2025-03-30,6,3,Breakfast,96,46.97,41.42,5.55,30.2,0.0,0,0
2025-03-30,6,3,Lunch,159,87.51,73.69,13.82,28.4,0.0,0,0
2025-03-30,6,3,Dinner,98,50.36,43.2,7.15,24.0,0.0,0,0
2025-03-31,0,3,Breakfast,150,65.45,54.07,11.39,21.7,0.0,0,0
2025-03-31,0,3,Lunch,274,157.15,137.81,19.34,19.2,0.0,0,0
2025-03-31,0,3,Dinner,193,109.4,92.37,17.03,26.1,2.9,0,0
2025-04-01,1,4,Breakfast,181,75.35,60.94,14.41,22.0,0.0,0,0
2025-04-01,1,4,Lunch,245,106.0,76.97,29.04,27.0,0.0,0,0
2025-04-01,1,4,Dinner,240,135.75,116.27,19.48,13.1,0.0,0,0
2025-04-02,2,4,Breakfast,140,79.38,69.66,9.72,23.0,0.0,0,0
2025-04-02,2,4,Lunch,284,170.27,130.41,39.86,26.6,0.0,0,0
2025-04-02,2,4,Dinner,196,111.19,104.92,6.27,26.6,0.0,0,0
2025-04-03,3,4,Breakfast,166,99.02,91.88,7.13,27.4,0.0,0,0
2025-04-03,3,4,Lunch,297,146.09,104.27,41.81,22.3,0.0,0,0
2025-04-03,3,4,Dinner,150,61.98,58.46,3.52,19.7,2.0,0,0
2025-04-04,4,4,Breakfast,116,63.0,48.32,14.68,23.2,0.0,0,0
2025-04-04,4,4,Lunch,288,165.29,152.52,12.78,21.2,0.0,0,0
2025-04-04,4,4,Dinner,155,69.58,56.04,13.55,16.1,0.0,0,0
2025-04-05,5,4,Breakfast,75,42.31,37.65,4.65,26.6,0.0,0,0
2025-04-05,5,4,Lunch,166,85.74,64.02,21.72,15.3,0.0,0,0
2025-04-05,5,4,Dinner,114,46.0,32.76,13.24,22.5,0.0,0,0
2025-04-06,6,4,Breakfast,92,41.85,29.57,12.28,31.3,0.0,0,0
2025-04-06,6,4,Lunch,205,90.44,71.28,19.16,28.7,0.0,0,0
2025-04-06,6,4,Dinner,125,70.32,59.4,10.92,29.3,2.0,0,0
2025-04-07,0,4,Breakfast,158,86.82,79.24,7.58,31.5,0.0,0,0
2025-04-07,0,4,Lunch,258,133.12,98.72,34.39,29.5,0.0,0,0
2025-04-07,0,4,Dinner,211,93.33,68.7,24.63,20.8,0.0,0,0
2025-04-08,1,4,Breakfast,174,75.06,65.36,9.69,25.0,0.3,0,0
2025-04-08,1,4,Lunch,316,188.59,145.8,42.8,32.3,0.0,0,0
2025-04-08,1,4,Dinner,172,77.94,72.01,5.93,20.2,0.0,0,0
2025-04-09,2,4,Breakfast,138,81.3,70.67,10.63,26.5,0.4,0,0
2025-04-09,2,4,Lunch,282,118.7,95.64,23.06,20.4,0.0,0,0
2025-04-09,2,4,Dinner,206,86.42,64.1,22.32,22.9,0.0,0,0
2025-04-10,3,4,Breakfast,131,68.87,52.79,16.08,31.7,0.0,0,0
2025-04-10,3,4,Lunch,368,159.24,139.01,20.23,24.7,1.7,0,1
2025-04-10,3,4,Dinner,187,89.12,76.43,12.69,28.7,0.0,0,0
2025-04-11,4,4,Breakfast,121,71.17,52.93,18.24,16.4,0.0,0,0
2025-04-11,4,4,Lunch,317,184.63,158.47,26.16,26.9,0.0,0,0
2025-04-11,4,4,Dinner,217,114.0,83.96,30.04,20.2,0.0,0,0
2025-04-12,5,4,Breakfast,95,40.04,28.2,11.84,22.3,0.0,0,0
2025-04-12,5,4,Lunch,150,79.89,75.2,4.68,23.8,14.7,0,0
2025-04-12,5,4,Dinner,169,100.2,74.24,25.96,25.0,0.0,0,1
2025-04-13,6,4,Breakfast,87,36.34,28.55,7.79,22.0,0.0,0,0
2025-04-13,6,4,Lunch,236,133.14,102.57,30.57,25.1,0.0,0,1
2025-04-13,6,4,Dinner,108,58.51,51.66,6.85,26.0,1.4,0,0
2025-04-14,0,4,Breakfast,133,67.43,63.99,3.43,22.7,0.0,0,0
2025-04-14,0,4,Lunch,296,170.89,137.18,33.71,31.7,0.0,0,0
2025-04-14,0,4,Dinner,226,91.15,83.71,7.44,33.2,0.0,0,0
2025-04-15,1,4,Breakfast,139,60.12,56.51,3.61,21.3,0.0,0,0
2025-04-15,1,4,Lunch,284,146.92,119.57,27.35,32.2,0.0,0,0
2025-04-15,1,4,Dinner,200,109.29,82.87,26.42,23.8,0.0,0,0
2025-04-16,2,4,Breakfast,168,95.09,76.44,18.65,26.8,0.0,0,0
2025-04-16,2,4,Lunch,288,126.97,108.77,18.19,28.0,0.0,0,0
2025-04-16,2,4,Dinner,143,70.1,61.67,8.44,14.9,0.0,0,0
2025-04-17,3,4,Breakfast,189,110.18,86.37,23.82,23.8,0.0,0,0
2025-04-17,3,4,Lunch,318,151.1,109.52,41.59,25.2,0.0,0,0
2025-04-17,3,4,Dinner,242,116.47,108.51,7.96,20.4,0.0,0,0
2025-04-18,4,4,Breakfast,227,121.05,93.38,27.68,21.8,0.0,0,1
2025-04-18,4,4,Lunch,306,166.31,148.72,17.6,20.4,0.4,0,0
2025-04-18,4,4,Dinner,231,138.05,110.07,27.98,30.2,0.2,0,0
2025-04-19,5,4,Breakfast,100,48.22,36.58,11.64,29.5,0.0,0,0
2025-04-19,5,4,Lunch,184,103.98,76.59,27.38,24.6,0.0,0,0
2025-04-19,5,4,Dinner,113,52.18,41.34,10.84,27.2,0.0,0,0
2025-04-20,6,4,Breakfast,95,52.66,43.24,9.43,28.3,0.0,0,0
2025-04-20,6,4,Lunch,189,86.53,81.17,5.36,27.5,0.0,0,0
2025-04-20,6,4,Dinner,174,71.15,52.35,18.8,36.9,0.0,0,1
2025-04-21,0,4,Breakfast,145,73.72,60.07,13.65,25.2,2.2,0,0
2025-04-21,0,4,Lunch,299,148.62,109.58,39.04,21.1,0.0,0,0
2025-04-21,0,4,Dinner,272,137.0,98.4,38.6,19.8,1.9,0,1
2025-04-22,1,4,Breakfast,160,78.56,69.79,8.77,18.2,3.4,0,0
2025-04-22,1,4,Lunch,267,152.37,139.27,13.1,25.7,0.0,0,0
2025-04-22,1,4,Dinner,192,100.73,79.48,21.25,27.9,0.0,0,0
2025-04-23,2,4,Breakfast,160,91.96,67.29,24.67,21.7,0.0,0,0
2025-04-23,2,4,Lunch,330,178.22,158.57,19.65,26.3,0.0,0,0
2025-04-23,2,4,Dinner,187,94.83,75.73,19.1,25.1,5.5,0,1
2025-04-24,3,4,Breakfast,168,95.15,76.21,18.95,24.9,0.0,0,0
2025-04-24,3,4,Lunch,237,117.86,92.34,25.52,24.5,0.0,0,0
2025-04-24,3,4,Dinner,192,88.59,62.79,25.8,23.7,0.7,0,0
2025-04-25,4,4,Breakfast,120,71.17,56.53,14.64,27.4,0.0,0,0
2025-04-25,4,4,Lunch,275,149.01,105.1,43.92,20.7,0.0,0,0
2025-04-25,4,4,Dinner,191,104.74,74.69,30.05,32.1,0.0,0,0
2025-04-26,5,4,Breakfast,93,54.05,39.55,14.5,23.2,0.9,0,0
2025-04-26,5,4,Lunch,156,92.87,73.74,19.12,24.9,0.0,0,0
2025-04-26,5,4,Dinner,129,77.12,59.09,18.03,25.4,0.0,0,0
2025-04-27,6,4,Breakfast,118,66.13,59.3,6.83,23.1,0.0,0,1
2025-04-27,6,4,Lunch,181,99.78,83.31,16.47,15.4,0.0,0,0
2025-04-27,6,4,Dinner,109,51.48,37.43,14.05,24.0,2.0,0,0
2025-04-28,0,4,Breakfast,155,81.38,76.21,5.16,26.5,0.0,0,0
2025-04-28,0,4,Lunch,370,150.4,133.23,17.17,30.9,0.0,0,0
2025-04-28,0,4,Dinner,208,98.69,75.36,23.32,21.6,0.3,0,0
2025-04-29,1,4,Breakfast,145,76.15,54.34,21.81,12.1,0.1,0,0
2025-04-29,1,4,Lunch,337,148.12,115.49,32.63,25.2,0.0,0,0
2025-04-29,1,4,Dinner,208,116.59,104.58,12.01,18.3,0.0,0,0
2025-04-30,2,4,Breakfast,143,79.59,74.36,5.22,21.3,0.0,0,0
2025-04-30,2,4,Lunch,314,130.15,113.99,16.16,20.7,0.0,0,0
2025-04-30,2,4,Dinner,196,88.54,69.44,19.1,28.7,0.0,0,0
2025-05-01,3,5,Breakfast,148,69.58,62.15,7.43,22.2,0.0,0,0
2025-05-01,3,5,Lunch,311,174.06,152.62,21.44,22.8,0.0,0,0
2025-05-01,3,5,Dinner,176,105.1,94.09,11.02,22.5,0.0,0,0
2025-05-02,4,5,Breakfast,122,69.37,59.73,9.64,31.7,1.6,0,0
2025-05-02,4,5,Lunch,248,135.93,120.87,15.06,29.5,5.0,0,0
2025-05-02,4,5,Dinner,207,102.0,75.84,26.16,19.3,0.0,0,0
2025-05-03,5,5,Breakfast,70,31.02,22.65,8.37,30.5,0.0,0,0
2025-05-03,5,5,Lunch,238,99.84,77.45,22.39,24.1,3.7,0,1
2025-05-03,5,5,Dinner,135,71.62,54.71,16.91,18.0,0.1,0,0
2025-05-04,6,5,Breakfast,86,47.51,41.73,5.78,30.1,0.0,0,0
2025-05-04,6,5,Lunch,154,66.0,52.62,13.37,26.6,1.1,0,0
2025-05-04,6,5,Dinner,123,67.02,52.14,14.89,24.4,4.3,0,0
2025-05-05,0,5,Breakfast,171,83.55,66.35,17.21,23.5,0.0,0,0
2025-05-05,0,5,Lunch,232,105.3,81.02,24.28,27.2,0.9,0,0
2025-05-05,0,5,Dinner,205,107.34,88.81,18.53,25.7,0.0,0,0
2025-05-06,1,5,Breakfast,208,100.2,81.83,18.37,14.5,0.0,0,1
2025-05-06,1,5,Lunch,353,153.08,114.42,38.65,26.6,0.0,0,0
2025-05-06,1,5,Dinner,193,109.03,87.7,21.32,16.0,0.0,0,0
2025-05-07,2,5,Breakfast,145,73.03,51.8,21.22,24.1,1.8,0,0
2025-05-07,2,5,Lunch,303,162.02,116.04,45.98,28.9,1.6,0,0
2025-05-07,2,5,Dinner,195,91.91,68.11,23.8,17.0,0.0,0,0
2025-05-08,3,5,Breakfast,150,87.37,65.73,21.64,31.4,0.0,0,0
2025-05-08,3,5,Lunch,327,160.86,137.88,22.98,26.2,0.0,0,0
2025-05-08,3,5,Dinner,207,99.93,88.69,11.24,33.1,0.0,0,0
2025-05-09,4,5,Breakfast,122,65.49,60.3,5.2,24.9,0.0,0,0
2025-05-09,4,5,Lunch,291,134.71,111.54,23.17,26.7,0.0,0,0
2025-05-09,4,5,Dinner,192,91.61,85.09,6.52,29.7,0.0,0,0
2025-05-10,5,5,Breakfast,104,50.67,37.46,13.21,25.2,1.3,0,0
2025-05-10,5,5,Lunch,152,76.46,68.33,8.13,28.0,0.0,0,0
2025-05-10,5,5,Dinner,144,65.34,46.08,19.26,33.7,0.0,0,0
2025-05-11,6,5,Breakfast,110,62.5,59.33,3.17,29.8,1.3,0,0
2025-05-11,6,5,Lunch,167,68.17,53.64,14.53,15.9,0.4,0,0
2025-05-11,6,5,Dinner,106,53.81,38.61,15.19,29.4,0.6,0,0
2025-05-12,0,5,Breakfast,157,91.83,76.16,15.68,30.1,0.0,0,0
2025-05-12,0,5,Lunch,269,141.09,99.12,41.97,25.4,0.0,0,0
2025-05-12,0,5,Dinner,171,89.05,68.99,20.06,24.8,1.0,0,0
2025-05-13,1,5,Breakfast,143,63.54,56.88,6.66,18.1,0.3,0,0
2025-05-13,1,5,Lunch,299,174.33,159.27,15.06,23.6,0.0,0,0
2025-05-13,1,5,Dinner,202,101.34,76.84,24.5,23.3,0.0,0,0
2025-05-14,2,5,Breakfast,160,89.36,66.73,22.63,27.4,0.3,0,0
2025-05-14,2,5,Lunch,287,115.32,82.9,32.42,30.2,0.0,0,0
2025-05-14,2,5,Dinner,176,98.73,92.99,5.74,29.0,1.2,0,0
2025-05-15,3,5,Breakfast,123,52.75,42.76,10.0,24.8,0.0,0,0
2025-05-15,3,5,Lunch,237,128.6,101.79,26.8,26.4,0.0,0,0
2025-05-15,3,5,Dinner,188,101.41,85.19,16.22,20.0,0.0,0,0
2025-05-16,4,5,Breakfast,122,70.3,50.58,19.72,18.5,0.0,0,0
2025-05-16,4,5,Lunch,306,176.36,164.98,11.38,27.3,0.0,0,0
2025-05-16,4,5,Dinner,204,83.61,62.52,21.09,23.2,0.0,0,0
2025-05-17,5,5,Breakfast,102,56.08,43.07,13.01,23.9,0.0,0,0
2025-05-17,5,5,Lunch,170,80.44,72.54,7.9,23.3,1.7,0,0
2025-05-17,5,5,Dinner,120,55.4,50.82,4.58,19.9,0.0,0,0
2025-05-18,6,5,Breakfast,97,42.67,33.83,8.84,21.1,0.0,0,0
2025-05-18,6,5,Lunch,180,91.47,82.74,8.73,33.9,0.0,0,0
2025-05-18,6,5,Dinner,114,54.99,40.4,14.6,27.2,0.0,0,0
2025-05-19,0,5,Breakfast,181,93.66,67.56,26.1,26.5,0.0,0,0
2025-05-19,0,5,Lunch,290,131.52,105.57,25.96,32.9,0.0,0,0
2025-05-19,0,5,Dinner,208,90.62,68.86,21.76,29.1,0.0,0,0
2025-05-20,1,5,Breakfast,142,73.05,59.21,13.85,17.4,0.0,0,0
2025-05-20,1,5,Lunch,276,118.79,87.02,31.77,31.3,2.8,0,0
2025-05-20,1,5,Dinner,189,108.06,92.76,15.3,30.5,0.0,0,0
2025-05-21,2,5,Breakfast,125,71.61,55.67,15.94,26.8,0.0,0,0
2025-05-21,2,5,Lunch,262,116.21,101.02,15.19,17.6,0.0,0,0
2025-05-21,2,5,Dinner,227,127.52,98.66,28.86,26.4,0.0,0,0
2025-05-22,3,5,Breakfast,156,87.92,81.98,5.94,32.9,0.0,0,0
2025-05-22,3,5,Lunch,316,178.46,163.16,15.3,35.1,0.2,0,0
2025-05-22,3,5,Dinner,196,108.67,78.12,30.55,20.9,0.0,0,0
2025-05-23,4,5,Breakfast,168,70.21,66.03,4.19,23.6,0.0,0,0
2025-05-23,4,5,Lunch,341,147.38,123.92,23.46,24.1,0.0,0,0
2025-05-23,4,5,Dinner,306,126.93,114.62,12.31,30.4,0.0,1,0
2025-05-24,5,5,Breakfast,74,36.25,32.96,3.29,27.4,0.0,0,0
2025-05-24,5,5,Lunch,162,90.49,83.83,6.66,20.0,0.0,0,0
2025-05-24,5,5,Dinner,129,55.85,45.1,10.75,23.3,0.0,0,0
2025-05-25,6,5,Breakfast,122,57.46,52.6,4.86,30.0,0.0,1,0
2025-05-25,6,5,Lunch,130,66.31,60.11,6.2,30.7,5.6,0,0
2025-05-25,6,5,Dinner,100,59.23,46.1,13.14,20.9,0.0,0,0
2025-05-26,0,5,Breakfast,136,67.03,54.18,12.85,25.3,0.0,0,0
2025-05-26,0,5,Lunch,324,179.75,128.17,51.59,28.2,0.0,0,0
2025-05-26,0,5,Dinner,198,107.31,88.05,19.26,19.5,0.0,0,0
2025-05-27,1,5,Breakfast,150,66.41,57.71,8.7,27.2,0.5,0,0
2025-05-27,1,5,Lunch,295,171.34,126.64,44.7,28.4,0.0,0,0
2025-05-27,1,5,Dinner,169,73.24,53.49,19.75,31.8,0.0,0,0
2025-05-28,2,5,Breakfast,130,57.9,54.01,3.89,23.2,0.0,0,0
2025-05-28,2,5,Lunch,304,138.33,128.29,10.04,25.5,0.0,0,0
2025-05-28,2,5,Dinner,163,75.09,59.94,15.15,21.9,6.3,0,0
2025-05-29,3,5,Breakfast,131,61.31,56.04,5.27,26.5,1.4,0,0
2025-05-29,3,5,Lunch,291,161.05,121.03,40.03,18.3,0.0,0,0
2025-05-29,3,5,Dinner,128,55.02,45.53,9.49,23.1,5.4,0,0
2025-05-30,4,5,Breakfast,148,83.08,58.23,24.85,29.6,1.0,0,0
2025-05-30,4,5,Lunch,246,130.05,99.57,30.48,21.1,0.0,0,0
2025-05-30,4,5,Dinner,269,118.39,89.25,29.14,27.1,0.0,0,1
2025-05-31,5,5,Breakfast,85,41.0,38.28,2.72,20.7,0.0,0,0
2025-05-31,5,5,Lunch,200,107.92,92.76,15.16,35.0,0.0,0,0
2025-05-31,5,5,Dinner,116,57.42,44.75,12.67,21.9,0.0,0,0
2025-06-01,6,6,Breakfast,104,55.6,39.57,16.03,24.9,0.0,0,0
2025-06-01,6,6,Lunch,186,75.15,66.75,8.4,32.6,0.0,0,0
2025-06-01,6,6,Dinner,104,52.85,45.94,6.91,11.9,0.0,0,0
2025-06-02,0,6,Breakfast,195,103.04,79.81,23.23,25.4,0.0,0,1
2025-06-02,0,6,Lunch,263,108.39,87.08,21.32,32.0,0.0,0,0
2025-06-02,0,6,Dinner,231,94.19,70.51,23.69,14.0,0.0,0,0
2025-06-03,1,6,Breakfast,150,74.12,54.8,19.32,28.7,3.7,0,0
2025-06-03,1,6,Lunch,276,147.22,136.6,10.62,21.1,0.0,0,0
2025-06-03,1,6,Dinner,169,93.52,73.66,19.86,31.0,0.0,0,0
2025-06-04,2,6,Breakfast,116,52.21,47.07,5.14,28.1,0.0,0,0
2025-06-04,2,6,Lunch,281,116.81,92.18,24.64,20.7,0.0,0,0
2025-06-04,2,6,Dinner,185,92.25,65.5,26.75,26.7,6.4,0,0
2025-06-05,3,6,Breakfast,151,78.09,66.12,11.97,24.9,0.0,0,0
2025-06-05,3,6,Lunch,294,156.62,140.33,16.29,31.1,0.0,0,0
2025-06-05,3,6,Dinner,176,96.08,67.74,28.34,33.2,0.0,0,0
2025-06-06,4,6,Breakfast,128,63.76,46.54,17.22,24.7,1.5,0,0
2025-06-06,4,6,Lunch,322,172.4,154.24,18.17,21.9,4.8,0,0
2025-06-06,4,6,Dinner,180,78.59,62.18,16.4,26.4,0.0,0,0
2025-06-07,5,6,Breakfast,80,41.18,35.39,5.79,34.9,0.0,0,0
2025-06-07,5,6,Lunch,187,92.91,80.09,12.82,33.2,0.0,0,0
2025-06-07,5,6,Dinner,131,70.46,51.56,18.9,17.4,0.0,0,0
2025-06-08,6,6,Breakfast,74,29.74,22.31,7.42,30.6,0.1,0,0
2025-06-08,6,6,Lunch,188,84.4,77.68,6.72,25.6,0.0,0,0
2025-06-08,6,6,Dinner,112,65.14,58.7,6.44,33.1,1.0,0,0
2025-06-09,0,6,Breakfast,143,72.47,66.67,5.81,25.9,0.0,0,0
2025-06-09,0,6,Lunch,223,131.35,101.23,30.12,22.4,0.0,0,0
2025-06-09,0,6,Dinner,190,108.94,93.31,15.63,35.0,0.0,0,0
2025-06-10,1,6,Breakfast,155,90.94,80.03,10.91,20.9,0.3,0,0
2025-06-10,1,6,Lunch,321,135.07,127.05,8.02,21.1,0.0,0,0
2025-06-10,1,6,Dinner,210,108.4,95.66,12.74,23.4,1.5,0,0
2025-06-11,2,6,Breakfast,131,74.93,61.03,13.89,33.9,0.0,0,0
2025-06-11,2,6,Lunch,275,151.23,109.53,41.71,20.6,0.0,0,0
2025-06-11,2,6,Dinner,199,88.9,71.33,17.57,26.2,0.0,0,0
2025-06-12,3,6,Breakfast,160,76.16,62.87,13.29,28.5,0.0,0,0
2025-06-12,3,6,Lunch,362,203.64,170.13,33.51,30.9,0.0,0,0
2025-06-12,3,6,Dinner,152,76.56,55.75,20.81,26.8,5.9,0,0
2025-06-13,4,6,Breakfast,127,55.14,42.28,12.86,22.2,0.0,0,0
2025-06-13,4,6,Lunch,300,176.26,163.58,12.68,19.1,0.0,0,0
2025-06-13,4,6,Dinner,148,87.24,70.3,16.94,23.0,7.2,0,0
2025-06-14,5,6,Breakfast,88,43.53,37.15,6.39,24.9,0.0,0,0
2025-06-14,5,6,Lunch,195,82.67,68.86,13.81,26.9,0.0,0,0
2025-06-14,5,6,Dinner,124,72.28,55.39,16.89,29.3,0.0,0,0
2025-06-15,6,6,Breakfast,95,51.69,41.92,9.76,23.6,0.0,0,0
2025-06-15,6,6,Lunch,169,70.28,52.56,17.72,21.2,0.0,0,0
2025-06-15,6,6,Dinner,118,62.34,44.0,18.34,23.4,0.0,0,1
2025-06-16,0,6,Breakfast,147,76.62,64.56,12.06,30.1,0.0,0,0
2025-06-16,0,6,Lunch,315,185.75,169.15,16.6,18.8,0.0,0,0
2025-06-16,0,6,Dinner,204,121.51,89.87,31.64,23.1,0.0,0,0
2025-06-17,1,6,Breakfast,146,66.42,61.24,5.18,13.7,0.0,0,0
2025-06-17,1,6,Lunch,423,213.75,165.83,47.92,22.4,0.0,0,1
2025-06-17,1,6,Dinner,196,115.6,88.03,27.57,22.1,0.1,0,0
2025-06-18,2,6,Breakfast,192,85.04,75.22,9.82,17.2,0.0,0,0
2025-06-18,2,6,Lunch,260,130.96,103.21,27.75,26.5,0.0,0,0
2025-06-18,2,6,Dinner,174,93.75,77.09,16.66,29.2,0.0,0,0
2025-06-19,3,6,Breakfast,151,88.81,69.48,19.33,16.3,0.0,0,0
2025-06-19,3,6,Lunch,282,168.35,157.65,10.7,25.0,0.0,0,0
2025-06-19,3,6,Dinner,195,111.13,91.13,20.0,26.5,0.0,0,0
2025-06-20,4,6,Breakfast,114,60.97,52.33,8.64,24.4,0.0,0,0
2025-06-20,4,6,Lunch,274,131.67,111.55,20.12,26.1,0.0,0,0
2025-06-20,4,6,Dinner,274,147.27,126.99,20.28,24.3,0.0,1,0
2025-06-21,5,6,Breakfast,81,36.91,26.4,10.5,34.3,0.0,0,0
2025-06-21,5,6,Lunch,194,93.3,73.79,19.51,19.5,0.0,0,0
2025-06-21,5,6,Dinner,106,51.87,39.6,12.27,28.3,0.4,0,0
2025-06-22,6,6,Breakfast,101,42.14,37.02,5.12,24.7,0.0,0,0
2025-06-22,6,6,Lunch,162,76.71,55.63,21.08,28.1,0.0,0,0
2025-06-22,6,6,Dinner,104,45.62,34.34,11.29,30.4,0.0,0,0
2025-06-23,0,6,Breakfast,139,57.69,42.32,15.37,21.7,0.0,0,0
2025-06-23,0,6,Lunch,336,178.14,129.87,48.26,18.2,0.0,0,0
2025-06-23,0,6,Dinner,227,136.15,115.99,20.16,13.0,0.0,0,0
2025-06-24,1,6,Breakfast,142,82.75,65.55,17.21,18.0,0.0,0,0
2025-06-24,1,6,Lunch,254,143.15,101.58,41.57,18.0,2.1,0,0
2025-06-24,1,6,Dinner,221,88.96,81.66,7.31,25.2,0.0,0,0
2025-06-25,2,6,Breakfast,139,66.82,58.11,8.71,15.1,0.0,0,0
2025-06-25,2,6,Lunch,297,142.4,111.67,30.73,27.5,0.0,0,0
2025-06-25,2,6,Dinner,204,90.28,78.29,11.99,30.4,0.0,0,0
2025-06-26,3,6,Breakfast,152,89.57,71.99,17.58,31.3,0.0,0,0
2025-06-26,3,6,Lunch,377,159.31,152.41,6.9,30.0,3.6,1,0
2025-06-26,3,6,Dinner,184,92.21,77.47,14.75,20.2,0.0,0,0
2025-06-27,4,6,Breakfast,169,89.25,68.26,20.99,20.8,0.0,0,0
2025-06-27,4,6,Lunch,253,121.68,97.15,24.53,25.0,2.4,0,0
2025-06-27,4,6,Dinner,200,90.1,81.76,8.34,25.7,0.0,0,0
2025-06-28,5,6,Breakfast,91,47.88,38.9,8.98,26.3,0.0,0,0
2025-06-28,5,6,Lunch,155,82.58,60.15,22.43,25.2,0.0,0,0
2025-06-28,5,6,Dinner,113,46.05,36.46,9.59,25.0,5.0,0,0
2025-06-29,6,6,Breakfast,91,46.97,41.27,5.7,19.2,0.0,0,0
